Gene_symbol_ENTREZ_ID	Effect_size	p_value	q_value
KLRG1 (10219)	-0.661134938	1.23E-15	3.64E-14
LAX1 (54900)	-0.661084082	9.24E-14	1.93E-12
CD300A (11314)	-0.659484334	3.59E-09	3.05E-08
SESN2 (83667)	-0.659158922	4.84E-13	8.69E-12
SLC25A20 (788)	-0.658410915	7.81E-15	1.99E-13
CSK (1445)	-0.657827788	4.59E-16	1.53E-14
ENTPD1 (953)	-0.656875602	1.16E-10	1.28E-09
SH2B3 (10019)	-0.656691876	2.01E-08	1.49E-07
RPL3 (6122)	-0.656204522	1.89E-34	1.56E-30
ST8SIA4 (7903)	-0.656146967	1.01E-08	7.88E-08
PIM2 (11040)	-0.654998752	1.62E-07	1.01E-06
TMEM273 (170371)	-0.653530604	4.40E-10	4.40E-09
METTL7A (25840)	-0.653399301	5.21E-05	0.000193059
RPS6 (6194)	-0.652368641	3.93E-23	7.54E-21
SLC1A4 (6509)	-0.651579372	1.63E-07	1.02E-06
EIF4EBP3 (8637)	-0.650673459	9.70E-09	7.61E-08
DPYSL2 (1808)	-0.650486388	2.06E-07	1.26E-06
ERG (2078)	-0.649661827	1.76E-08	1.32E-07
MYCBP2 (23077)	-0.649326018	6.11E-19	3.95E-17
SMAP2 (64744)	-0.64902432	1.16E-12	1.95E-11
BBC3 (27113)	-0.648911309	3.12E-12	4.77E-11
CD3E (916)	-0.648377586	5.71E-07	3.16E-06
FCHSD2 (9873)	-0.648344505	3.82E-16	1.31E-14
GNB3 (2784)	-0.646427715	1.97E-11	2.55E-10
RINL (126432)	-0.646176154	5.70E-07	3.16E-06
PHF11 (51131)	-0.645951678	4.71E-09	3.90E-08
EEF1B2 (1933)	-0.64548015	1.39E-27	8.57E-25
TNFRSF13B (23495)	-0.644396456	1.18E-06	6.15E-06
BCL11A (53335)	-0.6441468	1.95E-05	7.92E-05
P2RX5 (5026)	-0.642725187	2.04E-05	8.24E-05
NDUFA4L2 (56901)	-0.641758673	5.33E-07	2.98E-06
CARD8 (22900)	-0.638687824	3.04E-15	8.34E-14
GAS7 (8522)	-0.637602568	8.65E-05	0.0003064
TNF (7124)	-0.63606408	1.90E-06	9.55E-06
CYTH4 (27128)	-0.636042066	5.72E-09	4.67E-08
SUGP2 (10147)	-0.635929274	8.71E-22	1.22E-19
SEMA4D (10507)	-0.635296957	2.54E-07	1.52E-06
LILRB1 (10859)	-0.633530595	2.15E-10	2.26E-09
CLEC3B (7123)	-0.633044421	1.18E-08	9.14E-08
FAM107B (83641)	-0.632261202	1.34E-05	5.65E-05
E2F2 (1870)	-0.629158705	3.05E-07	1.80E-06
ATP8B2 (57198)	-0.628979746	6.00E-05	0.000220031
PVRIG (79037)	-0.628528291	8.16E-09	6.50E-08
RPS3A (6189)	-0.626782676	4.63E-27	2.39E-24
THBS2 (7058)	-0.626506031	0.001943894	0.00503571
EEF2 (1938)	-0.625765571	9.72E-29	8.09E-26
ITPR1 (3708)	-0.625741417	7.89E-07	4.25E-06
COX7A1 (1346)	-0.625394849	3.14E-06	1.50E-05
GPR174 (84636)	-0.624876127	2.88E-14	6.44E-13
RECK (8434)	-0.624474248	2.04E-06	1.02E-05
GLIPR2 (152007)	-0.623805818	3.86E-05	0.000146977
VNN2 (8875)	-0.62308013	5.08E-09	4.19E-08
SLC25A42 (284439)	-0.623018482	2.73E-14	6.15E-13
CHST2 (9435)	-0.622171501	2.74E-07	1.63E-06
CLDN15 (24146)	-0.621564264	2.62E-12	4.08E-11
DYM (54808)	-0.621276038	7.78E-24	1.73E-21
VILL (50853)	-0.620731918	3.48E-06	1.66E-05
RNF122 (79845)	-0.62063471	1.82E-11	2.38E-10
FOXN3 (1112)	-0.620549353	2.94E-09	2.53E-08
STARD9 (57519)	-0.620095509	1.02E-11	1.42E-10
ATP6V1G2 (534)	-0.61993985	1.36E-11	1.83E-10
MYO9B (4650)	-0.6197555	2.27E-19	1.65E-17
LMF1 (64788)	-0.618989562	1.68E-11	2.21E-10
ID2 (3398)	-0.618837318	0.000374691	0.001145312
FKBP5 (2289)	-0.616587549	2.42E-06	1.18E-05
ABRAXAS1 (84142)	-0.616553534	4.63E-21	4.98E-19
RAG2 (5897)	-0.615989769	6.73E-09	5.44E-08
FYN (2534)	-0.615381563	0.000180503	0.000593495
C4orf46 (201725)	-0.614242853	1.31E-19	9.88E-18
CNN1 (1264)	-0.613900893	0.000101902	0.000355662
IQGAP2 (10788)	-0.613702401	0.000155292	0.000520013
ZNF423 (23090)	-0.612894019	1.67E-10	1.80E-09
C10orf143 (387723)	-0.610897633	1.13E-18	6.94E-17
SLC27A5 (10998)	-0.610076183	1.05E-07	6.77E-07
FMNL3 (91010)	-0.609410624	2.21E-09	1.96E-08
SLC25A6 (293)	-0.608980107	3.00E-16	1.06E-14
PECAM1 (5175)	-0.608463692	9.88E-07	5.22E-06
BCAT1 (586)	-0.607692824	0.001764904	0.004606315
MAN1A1 (4121)	-0.60759352	0.00010249	0.000357323
NDST2 (8509)	-0.607423856	4.25E-24	1.06E-21
GMIP (51291)	-0.60715493	6.79E-16	2.17E-14
HHIP (64399)	-0.607012464	6.88E-06	3.08E-05
FKBP7 (51661)	-0.606627368	4.42E-07	2.52E-06
NEXN (91624)	-0.606498786	0.000411771	0.001247894
ZBED3 (84327)	-0.605978337	9.41E-12	1.31E-10
UBE2J1 (51465)	-0.604867214	4.82E-15	1.27E-13
RASA4 (10156)	-0.60483083	1.05E-06	5.53E-06
TMEM220 (388335)	-0.604647603	1.12E-11	1.53E-10
RIC1 (57589)	-0.604247178	5.69E-19	3.70E-17
PTEN (5728)	-0.604082913	6.67E-11	7.81E-10
MAST3 (23031)	-0.603997111	2.47E-23	4.92E-21
MCUB (55013)	-0.603817483	6.84E-11	7.99E-10
CASP3 (836)	-0.603806097	8.29E-22	1.18E-19
FAM216A (29902)	-0.603727216	6.01E-12	8.69E-11
FGD2 (221472)	-0.603416322	9.77E-10	9.23E-09
CDKN1A (1026)	-0.603309941	0.000388309	0.001183912
STAMBPL1 (57559)	-0.602944209	1.41E-07	8.87E-07
ZGRF1 (55345)	-0.602602807	1.08E-14	2.65E-13
CD86 (942)	-0.602263954	1.24E-08	9.51E-08
RBFA (79863)	-0.601578355	1.30E-24	3.82E-22
RAB37 (326624)	-0.601331832	2.79E-05	0.000109578
NUCB2 (4925)	-0.601173138	1.84E-08	1.37E-07
ZNF439 (90594)	-0.600178391	5.62E-07	3.12E-06
VAMP1 (6843)	-0.59935452	2.41E-10	2.51E-09
LIPE (3991)	-0.598202774	3.45E-08	2.44E-07
HDHD2 (84064)	-0.597960702	8.73E-20	6.85E-18
MND1 (84057)	-0.597896153	1.47E-12	2.41E-11
IL11RA (3590)	-0.59789477	3.40E-09	2.90E-08
GNAI2 (2771)	-0.597695708	9.63E-11	1.08E-09
ST6GAL1 (6480)	-0.597174844	0.000516202	0.001527384
CUEDC2 (79004)	-0.595632361	2.38E-27	1.33E-24
TBC1D1 (23216)	-0.595366942	9.91E-11	1.11E-09
SYNPO2 (171024)	-0.59520877	1.79E-06	9.05E-06
GREM2 (64388)	-0.593821074	6.61E-08	4.42E-07
MRC2 (9902)	-0.59371812	0.005031061	0.011700027
SNX25 (83891)	-0.593511808	7.41E-11	8.54E-10
PCM1 (5108)	-0.593474115	3.01E-19	2.13E-17
HAUS1 (115106)	-0.593441089	8.29E-18	4.15E-16
CCDC88A (55704)	-0.592896756	1.14E-06	5.95E-06
TGFB1 (7040)	-0.592812689	5.61E-05	0.000206692
ATP1A3 (478)	-0.59226282	0.000195945	0.000639913
KDM2B (84678)	-0.591049725	5.90E-16	1.92E-14
PIAS2 (9063)	-0.590243188	3.65E-19	2.51E-17
RPL29 (6159)	-0.590105501	7.25E-24	1.65E-21
ANGPTL6 (83854)	-0.590028927	1.27E-16	4.79E-15
BACH2 (60468)	-0.589953411	2.91E-07	1.72E-06
SATB1 (6304)	-0.589054213	0.000132959	0.000451385
SUSD3 (203328)	-0.588997614	0.000227212	0.000730927
ISLR (3671)	-0.588877179	4.99E-05	0.00018591
PGGHG (80162)	-0.588171551	6.23E-06	2.81E-05
MRGPRF (116535)	-0.588048559	2.19E-06	1.08E-05
FCGR2B (2213)	-0.587799518	2.25E-08	1.65E-07
FGFR1 (2260)	-0.587315168	0.002471571	0.006233961
IZUMO4 (113177)	-0.586425534	7.74E-11	8.87E-10
ADAMTS7 (11173)	-0.586201856	5.61E-06	2.55E-05
ZNF333 (84449)	-0.586035729	1.17E-17	5.64E-16
DCP1B (196513)	-0.586014981	2.32E-15	6.52E-14
TNFRSF14 (8764)	-0.584157384	0.000482041	0.001436294
CFAP97 (57587)	-0.583932609	2.85E-22	4.40E-20
PPP2R3B (28227)	-0.583186296	2.01E-10	2.13E-09
RASGRP1 (10125)	-0.583054154	8.63E-09	6.84E-08
SNX22 (79856)	-0.582678031	2.09E-11	2.70E-10
MDM4 (4194)	-0.58251462	1.47E-14	3.49E-13
PODN (127435)	-0.582425668	6.33E-07	3.47E-06
S1PR2 (9294)	-0.582109368	3.10E-11	3.85E-10
DOT1L (84444)	-0.580658277	5.32E-18	2.83E-16
ADGRG5 (221188)	-0.580162253	3.72E-08	2.62E-07
MRVI1 (10335)	-0.58001295	2.51E-08	1.83E-07
SRR (63826)	-0.578609708	5.71E-10	5.61E-09
NID2 (22795)	-0.578201904	0.001598536	0.00422393
AUTS2 (26053)	-0.577845888	0.000673755	0.001941356
LUM (4060)	-0.577036844	0.012744961	0.02666261
JAML (120425)	-0.576864757	2.73E-10	2.82E-09
PIK3R1 (5295)	-0.575492748	1.33E-10	1.46E-09
P2RY10 (27334)	-0.575308356	1.67E-09	1.52E-08
IFITM1 (8519)	-0.575214136	0.022034341	0.042999533
GPR183 (1880)	-0.574062176	5.50E-08	3.74E-07
ANKRD37 (353322)	-0.573991827	9.96E-10	9.39E-09
DDN (23109)	-0.573777896	4.26E-12	6.35E-11
STK17B (9262)	-0.572996134	8.95E-10	8.53E-09
RASSF5 (83593)	-0.572613904	0.000130344	0.000443689
NKTR (4820)	-0.572543665	4.33E-14	9.44E-13
PPP1R18 (170954)	-0.572348144	2.32E-07	1.40E-06
XPC (7508)	-0.571566295	3.31E-21	3.89E-19
APOL3 (80833)	-0.571375697	0.000150781	0.000506325
BLOC1S6 (26258)	-0.570308833	7.70E-23	1.40E-20
ELAC1 (55520)	-0.569737612	4.50E-19	3.02E-17
ALDH5A1 (7915)	-0.569662897	2.93E-06	1.42E-05
ACAN (176)	-0.569548388	2.85E-05	0.000111701
RIMS3 (9783)	-0.569544272	3.13E-06	1.50E-05
BLMH (642)	-0.568916169	9.89E-10	9.33E-09
PLXNC1 (10154)	-0.568862803	6.55E-07	3.59E-06
LRRN3 (54674)	-0.567954862	7.80E-07	4.20E-06
BTN3A2 (11118)	-0.567084953	7.67E-08	5.06E-07
CIRBP (1153)	-0.566404653	1.44E-20	1.38E-18
TCF12 (6938)	-0.566365659	1.15E-11	1.58E-10
ZNF589 (51385)	-0.565653549	1.18E-12	1.97E-11
TNFRSF1B (7133)	-0.56506103	0.00016837	0.000558531
FGL2 (10875)	-0.565006243	1.91E-08	1.41E-07
ODC1 (4953)	-0.564648861	3.69E-10	3.73E-09
GPR65 (8477)	-0.564634792	1.41E-15	4.15E-14
CCDC74A (90557)	-0.564633768	1.70E-05	6.98E-05
HEPH (9843)	-0.56459331	2.71E-05	0.000106562
RBM5 (10181)	-0.564574565	2.81E-19	2.01E-17
IL10RA (3587)	-0.564373723	3.18E-08	2.27E-07
EAF2 (55840)	-0.563828058	3.22E-06	1.54E-05
TMEM200A (114801)	-0.563033019	0.000497925	0.001476727
ZNF521 (25925)	-0.563020863	2.45E-05	9.75E-05
S100A4 (6275)	-0.562768987	0.028020523	0.052980236
CTSG (1511)	-0.561993297	5.70E-05	0.000209601
NFATC3 (4775)	-0.561983333	3.99E-16	1.36E-14
TNFSF4 (7292)	-0.561832759	1.09E-08	8.51E-08
RSU1 (6251)	-0.561675972	3.88E-11	4.74E-10
CSGALNACT2 (55454)	-0.561302773	1.23E-12	2.04E-11
DPEP1 (1800)	-0.560920779	2.06E-05	8.34E-05
ZNF69 (7620)	-0.560707199	3.07E-08	2.20E-07
CD81 (975)	-0.55962606	2.71E-07	1.61E-06
GBGT1 (26301)	-0.559355254	6.81E-07	3.71E-06
MLC1 (23209)	-0.559315585	3.16E-06	1.51E-05
ADPRM (56985)	-0.558688386	3.25E-24	8.53E-22
ZNF397 (84307)	-0.558509733	1.13E-13	2.30E-12
BEND4 (389206)	-0.55840777	1.55E-10	1.68E-09
RFXAP (5994)	-0.558137923	8.30E-16	2.60E-14
RFX7 (64864)	-0.558105199	7.10E-18	3.62E-16
NFATC4 (4776)	-0.557216692	0.001236755	0.003355979
PRR33 (102724536)	-0.55686711	2.71E-15	7.52E-14
LILRA2 (11027)	-0.55669677	6.11E-07	3.36E-06
ATF7IP2 (80063)	-0.556554105	0.000136001	0.000460979
FNBP1 (23048)	-0.55626605	2.08E-06	1.03E-05
LONP1 (9361)	-0.556121309	9.14E-20	7.09E-18
DNAH1 (25981)	-0.556039472	2.47E-13	4.76E-12
MYL5 (4636)	-0.556009248	1.55E-11	2.06E-10
PSIP1 (11168)	-0.555176273	4.80E-11	5.76E-10
BEND5 (79656)	-0.554661001	2.68E-07	1.60E-06
RAB8B (51762)	-0.553913595	9.24E-09	7.27E-08
ZMAT1 (84460)	-0.553276131	4.04E-07	2.32E-06
MAB21L1 (4081)	-0.552951213	2.68E-07	1.60E-06
WDR41 (55255)	-0.552115269	1.65E-17	7.73E-16
MAMDC4 (158056)	-0.551983082	5.06E-17	2.08E-15
PKD2 (5311)	-0.551929104	5.42E-07	3.02E-06
RNASEH2B (79621)	-0.551905236	1.14E-10	1.26E-09
AGER (177)	-0.551031211	1.97E-15	5.60E-14
CDKN2C (1031)	-0.549624594	6.63E-05	0.000241111
ALPK2 (115701)	-0.549156113	0.002148064	0.0055065
KCTD20 (222658)	-0.54912994	3.87E-15	1.04E-13
CES3 (23491)	-0.549061867	4.23E-07	2.43E-06
EXOG (9941)	-0.548974827	6.49E-17	2.63E-15
PPIP5K2 (23262)	-0.548833097	4.69E-21	5.01E-19
CCNG1 (900)	-0.548406197	5.42E-16	1.78E-14
UHRF2 (115426)	-0.54809344	9.51E-15	2.35E-13
PDCD4 (27250)	-0.547804507	1.48E-08	1.12E-07
ZNF101 (94039)	-0.547585614	6.48E-16	2.09E-14
BTN3A3 (10384)	-0.547461331	7.46E-08	4.94E-07
ZNF266 (10781)	-0.547367621	3.50E-13	6.56E-12
PLA2G6 (8398)	-0.547205419	1.31E-07	8.30E-07
CD96 (10225)	-0.546449978	1.32E-05	5.55E-05
ASPHD2 (57168)	-0.546374336	1.79E-15	5.14E-14
FAM180A (389558)	-0.5461965	2.53E-05	0.000100126
PHF7 (51533)	-0.54608419	1.69E-11	2.22E-10
KRTAP1-5 (83895)	-0.546008936	3.12E-06	1.50E-05
ELF1 (1997)	-0.545808364	1.64E-10	1.77E-09
HLX (3142)	-0.545411035	4.66E-05	0.000174544
SLFN11 (91607)	-0.544418951	0.006838015	0.015353853
KCNA3 (3738)	-0.54425271	3.13E-09	2.69E-08
STK10 (6793)	-0.543650462	3.75E-09	3.18E-08
ERICH1 (157697)	-0.542188605	1.31E-18	7.97E-17
CYBA (1535)	-0.542114586	0.020841849	0.041027903
XAF1 (54739)	-0.541755002	0.001407582	0.003770357
PDE7A (5150)	-0.541669375	2.71E-08	1.95E-07
GAB3 (139716)	-0.541645925	4.74E-11	5.71E-10
RB1 (5925)	-0.541537653	8.05E-11	9.17E-10
LGALS9 (3965)	-0.541043644	0.009889454	0.021291838
CLIP3 (25999)	-0.54100299	0.000116636	0.000401308
GIMAP6 (474344)	-0.539582743	8.10E-09	6.45E-08
TP53 (7157)	-0.539292572	5.96E-07	3.28E-06
MTHFD1L (25902)	-0.539066648	2.40E-17	1.08E-15
MEX3C (51320)	-0.538539703	2.44E-13	4.70E-12
DPF3 (8110)	-0.538495668	1.55E-08	1.17E-07
PKD1 (5310)	-0.538325304	2.57E-11	3.25E-10
FBXW7 (55294)	-0.538271641	4.71E-16	1.56E-14
CPED1 (79974)	-0.537692942	0.000133436	0.000452765
CRACR2A (84766)	-0.53658875	0.000200621	0.000653734
RASA4B (100271927)	-0.536030721	3.63E-06	1.72E-05
ATP5F1A (498)	-0.53597691	3.99E-21	4.49E-19
TERT (7015)	-0.535276293	4.50E-06	2.09E-05
STAT6 (6778)	-0.535187473	0.000187315	0.00061351
UHRF1 (29128)	-0.535035908	9.27E-08	6.03E-07
ARHGAP45 (23526)	-0.534541513	3.59E-06	1.70E-05
TTLL1 (25809)	-0.534268279	7.52E-12	1.07E-10
GIT2 (9815)	-0.533901319	1.09E-19	8.27E-18
BAX (581)	-0.533810929	3.68E-14	8.07E-13
RPL9 (6133)	-0.53317326	3.13E-19	2.20E-17
AMY2B (280)	-0.53220304	4.52E-08	3.14E-07
RRM2B (50484)	-0.530894633	7.24E-11	8.37E-10
ZNF738 (148203)	-0.530750875	2.57E-05	0.000101643
SCIMP (388325)	-0.530565512	2.58E-09	2.25E-08
VPS35L (57020)	-0.529982167	1.44E-06	7.40E-06
APOBR (55911)	-0.52959941	3.82E-08	2.68E-07
RGS13 (6003)	-0.529405534	1.03E-05	4.42E-05
CEP170 (9859)	-0.529249724	9.08E-08	5.91E-07
NPIPA5 (100288332)	-0.529182375	1.41E-05	5.91E-05
C16orf86 (388284)	-0.529153445	9.52E-14	1.98E-12
CPNE7 (27132)	-0.528971957	0.002101963	0.005400614
PNOC (5368)	-0.528651584	4.23E-06	1.98E-05
DUT (1854)	-0.528608408	2.09E-15	5.93E-14
NGLY1 (55768)	-0.528060842	3.56E-17	1.53E-15
CENPC (1060)	-0.52787908	9.69E-21	9.76E-19
LONRF1 (91694)	-0.527411606	3.04E-09	2.61E-08
PDE4B (5142)	-0.526813379	9.19E-05	0.00032392
TSHZ1 (10194)	-0.526233631	8.37E-10	8.02E-09
KCNAB3 (9196)	-0.52598679	5.13E-10	5.07E-09
ST6GALNAC6 (30815)	-0.525855531	1.77E-10	1.89E-09
DACT3 (147906)	-0.525621734	7.50E-09	6.01E-08
C11orf96 (387763)	-0.52474543	3.68E-07	2.13E-06
SHOC2 (8036)	-0.524183553	8.95E-21	9.06E-19
GAL3ST4 (79690)	-0.524027874	1.73E-07	1.07E-06
STX2 (2054)	-0.524004359	1.73E-08	1.30E-07
ETFDH (2110)	-0.52349744	3.12E-18	1.78E-16
RPS23 (6228)	-0.523394766	1.22E-17	5.87E-16
RPS28 (6234)	-0.523289551	6.65E-21	6.96E-19
TPT1 (7178)	-0.523277331	1.61E-17	7.57E-16
C5orf56 (441108)	-0.523166376	4.74E-07	2.68E-06
FCER2 (2208)	-0.522565257	9.11E-06	3.98E-05
HLA-DQA2 (3118)	-0.522124939	2.01E-07	1.23E-06
MXRA8 (54587)	-0.521580871	0.003551752	0.008614563
TXNL4A (10907)	-0.521264662	4.54E-18	2.47E-16
DDB2 (1643)	-0.521091235	1.28E-10	1.41E-09
EXOSC9 (5393)	-0.520661534	1.11E-22	1.84E-20
FAM117A (81558)	-0.519278722	4.71E-06	2.18E-05
PIP4K2A (5305)	-0.518883584	1.89E-09	1.70E-08
NICN1 (84276)	-0.517975933	3.26E-13	6.15E-12
TAPT1 (202018)	-0.517682273	1.67E-11	2.21E-10
PI16 (221476)	-0.51750111	3.74E-07	2.16E-06
ZNF596 (169270)	-0.51741246	7.45E-15	1.91E-13
PRKX (5613)	-0.517135186	2.48E-07	1.49E-06
PENK (5179)	-0.517060241	0.000396308	0.001205567
FCMR (9214)	-0.516428971	0.000188732	0.000617621
RAP1GDS1 (5910)	-0.516390052	2.47E-22	3.87E-20
RHOA (387)	-0.516135122	4.33E-18	2.36E-16
PYHIN1 (149628)	-0.516117426	5.29E-10	5.22E-09
RNF138 (51444)	-0.51586723	3.17E-13	6.00E-12
RPL13A (23521)	-0.515810701	4.83E-19	3.22E-17
SNAPC3 (6619)	-0.51569446	5.49E-15	1.44E-13
NRXN2 (9379)	-0.515676939	1.66E-05	6.85E-05
TNXB (7148)	-0.515629963	2.70E-05	0.000106189
LDB2 (9079)	-0.515623385	7.22E-06	3.21E-05
INTS10 (55174)	-0.515224901	1.55E-18	9.32E-17
SAPCD1 (401251)	-0.515218581	5.39E-08	3.68E-07
RHOG (391)	-0.51518825	6.34E-14	1.35E-12
EEF1A1 (1915)	-0.51467287	6.05E-22	8.84E-20
SEPT11 (55752)	-0.514658393	1.94E-05	7.90E-05
PRG2 (5553)	-0.514371845	1.67E-07	1.04E-06
CLASP2 (23122)	-0.514231248	2.55E-15	7.11E-14
ZNF37A (7587)	-0.513859211	4.93E-18	2.65E-16
CRLF1 (9244)	-0.513811663	4.64E-05	0.000174057
MR1 (3140)	-0.513745475	6.44E-06	2.90E-05
DIRAS1 (148252)	-0.513698464	0.000257611	0.000818268
EPG5 (57724)	-0.513288487	1.02E-10	1.14E-09
MED28 (80306)	-0.512989478	4.64E-20	3.88E-18
ZSCAN30 (100101467)	-0.512844917	9.22E-12	1.29E-10
GRK2 (156)	-0.512659413	5.02E-08	3.45E-07
NPIPA1 (9284)	-0.51218315	2.17E-14	4.99E-13
USP49 (25862)	-0.512144922	6.63E-08	4.43E-07
INTS6L (203522)	-0.510895979	2.82E-07	1.67E-06
NISCH (11188)	-0.510168757	2.58E-17	1.15E-15
CENPV (201161)	-0.510131035	0.000567868	0.001664563
TERF2IP (54386)	-0.510021359	4.76E-15	1.26E-13
SH3KBP1 (30011)	-0.509810065	3.58E-05	0.000137244
ANPEP (290)	-0.509641458	0.023751613	0.045832162
RPL10A (4736)	-0.509592488	1.45E-25	5.56E-23
LILRB4 (11006)	-0.509013983	7.11E-07	3.86E-06
LAT (27040)	-0.50869218	9.34E-05	0.000328503
ZNF852 (285346)	-0.508072615	1.88E-15	5.37E-14
TCEAL7 (56849)	-0.508072038	0.000142584	0.000481841
TRIM35 (23087)	-0.508026156	5.89E-25	1.91E-22
CPT1B (1375)	-0.508015661	3.25E-06	1.55E-05
MAN2A2 (4122)	-0.507918698	1.43E-09	1.32E-08
GPC2 (221914)	-0.507853252	4.19E-05	0.00015851
RUFY3 (22902)	-0.507645923	1.54E-09	1.40E-08
PLPP7 (84814)	-0.507452305	6.95E-08	4.62E-07
YBEY (54059)	-0.507279244	1.53E-12	2.50E-11
ARHGAP33 (115703)	-0.507131598	1.60E-06	8.15E-06
RGS10 (6001)	-0.507031344	1.60E-06	8.13E-06
SH2B2 (10603)	-0.50645562	2.55E-06	1.24E-05
SPATA18 (132671)	-0.506295094	1.59E-08	1.19E-07
SFI1 (9814)	-0.506275593	8.06E-12	1.13E-10
RFX5 (5993)	-0.505585939	7.80E-11	8.91E-10
LDB1 (8861)	-0.505332734	2.23E-14	5.13E-13
CCDC88B (283234)	-0.505090328	0.000119139	0.000409111
CYBB (1536)	-0.504936097	2.36E-06	1.15E-05
CAMTA2 (23125)	-0.504813541	8.93E-12	1.25E-10
CCND3 (896)	-0.504727412	1.01E-05	4.35E-05
RGL4 (266747)	-0.504469767	6.66E-11	7.81E-10
C11orf21 (29125)	-0.504132061	5.63E-07	3.12E-06
MBD1 (4152)	-0.504054562	2.98E-19	2.11E-17
RHEX (440712)	-0.503960729	0.00010579	0.000367626
APOBEC3H (164668)	-0.502790291	3.46E-10	3.51E-09
ZNF22 (7570)	-0.502435701	2.93E-05	0.000114479
VAT1L (57687)	-0.501103899	6.56E-05	0.000238714
DNAJC12 (56521)	-0.501029039	0.001204128	0.00327627
HRH2 (3274)	-0.500709641	1.08E-07	6.91E-07
TEX19 (400629)	-0.500672038	2.29E-06	1.13E-05
ARID3A (1820)	-0.500212704	4.32E-07	2.47E-06
RAB39B (116442)	-0.499792668	6.70E-07	3.66E-06
MAP3K12 (7786)	-0.499339068	9.32E-07	4.96E-06
WDR7 (23335)	-0.49914293	5.39E-17	2.21E-15
GAPT (202309)	-0.498765747	3.78E-08	2.66E-07
DERL3 (91319)	-0.498454934	0.00014178	0.000479379
PHYKPL (85007)	-0.498391297	6.24E-13	1.10E-11
NUDT18 (79873)	-0.498366923	3.76E-15	1.01E-13
ST3GAL2 (6483)	-0.498140746	1.74E-07	1.08E-06
RPL18A (6142)	-0.497630566	3.61E-18	2.01E-16
ZNF428 (126299)	-0.497209265	1.37E-10	1.50E-09
HPS4 (89781)	-0.496943912	1.42E-08	1.08E-07
CNOT6L (246175)	-0.496846707	6.66E-16	2.14E-14
GLI1 (2735)	-0.496110362	8.47E-07	4.54E-06
YPEL1 (29799)	-0.495822062	8.78E-08	5.72E-07
ZNF737 (100129842)	-0.495629653	9.56E-06	4.15E-05
PLAC9 (219348)	-0.495571202	4.27E-06	1.99E-05
STIM2 (57620)	-0.495231799	2.96E-09	2.55E-08
CARM1 (10498)	-0.493740124	1.81E-20	1.68E-18
CNTRL (11064)	-0.493696051	4.55E-08	3.16E-07
CD180 (4064)	-0.493672578	5.12E-08	3.52E-07
NTNG2 (84628)	-0.493195414	7.30E-08	4.84E-07
IL2RB (3560)	-0.492995645	6.30E-06	2.84E-05
C19orf38 (255809)	-0.492934657	1.72E-10	1.85E-09
PCK2 (5106)	-0.491867382	2.09E-06	1.04E-05
HADH (3033)	-0.491445028	4.57E-12	6.77E-11
CHSY1 (22856)	-0.490886615	7.66E-10	7.39E-09
SSBP4 (170463)	-0.490285887	1.69E-11	2.22E-10
CYTL1 (54360)	-0.49025012	0.001429088	0.003822616
PQLC1 (80148)	-0.489684155	1.44E-16	5.36E-15
FKBP11 (51303)	-0.489496522	5.33E-06	2.43E-05
MTMR9 (66036)	-0.48913843	1.09E-17	5.29E-16
PIK3C3 (5289)	-0.488649113	1.18E-15	3.53E-14
RUNX3 (864)	-0.4886377	0.00269133	0.006734128
KCNQ5 (56479)	-0.488594002	3.14E-05	0.000121798
NARS (4677)	-0.487744147	1.38E-16	5.14E-15
CLPP (8192)	-0.487240793	2.43E-27	1.33E-24
POLR3D (661)	-0.487003998	4.26E-17	1.79E-15
ENTPD4 (9583)	-0.486529688	2.75E-13	5.25E-12
MOB1B (92597)	-0.486195485	6.05E-11	7.14E-10
BATF3 (55509)	-0.485774083	4.50E-05	0.00016891
CTC1 (80169)	-0.485583473	1.13E-09	1.06E-08
RGS18 (64407)	-0.485395138	9.61E-08	6.23E-07
ZNF493 (284443)	-0.485182806	1.45E-06	7.46E-06
RANGRF (29098)	-0.485136526	8.70E-14	1.82E-12
NPIPB5 (100132247)	-0.48484238	3.98E-09	3.35E-08
PSD (5662)	-0.484816817	1.42E-08	1.08E-07
PIKFYVE (200576)	-0.484742143	2.36E-18	1.38E-16
TP53INP1 (94241)	-0.484642021	1.35E-05	5.68E-05
RPL14 (9045)	-0.484594395	8.05E-19	5.12E-17
RAB3A (5864)	-0.484538058	1.85E-07	1.14E-06
RASGRP3 (25780)	-0.483985814	0.001055018	0.002911109
PBRM1 (55193)	-0.483927453	1.56E-11	2.07E-10
NPIPB4 (440345)	-0.483776186	6.46E-09	5.24E-08
SLC23A1 (9963)	-0.483691963	1.21E-08	9.31E-08
FBXO41 (150726)	-0.483452874	2.53E-05	0.000100126
MLLT3 (4300)	-0.483045518	0.000123946	0.000424402
NUGGC (389643)	-0.482895833	2.06E-07	1.26E-06
KDM4B (23030)	-0.482766526	1.10E-13	2.24E-12
TFEB (7942)	-0.481777541	3.38E-05	0.000130467
STAT5B (6777)	-0.481604153	8.20E-10	7.86E-09
ZNF708 (7562)	-0.481585612	2.05E-10	2.17E-09
ARHGAP17 (55114)	-0.481337194	4.77E-11	5.73E-10
GATD3A (8209)	-0.481276456	1.43E-05	5.99E-05
ZNF330 (27309)	-0.480761103	3.38E-21	3.93E-19
